00:06:57,-60
00:11:57,-58
00:16:57,-65
00:21:58,-68
00:26:58,-66
00:31:58,-67
00:36:58,-58
00:41:59,-58
00:46:59,-60
00:51:59,-66
00:56:59,-60
01:02:00,-58
01:07:00,-64
01:12:00,-60
01:17:01,-59
01:22:01,-60
01:27:01,-59
01:32:01,-62
01:37:02,-59
01:42:02,-60
01:47:02,-60
01:52:03,-60
01:57:03,-60
02:02:03,-60
02:07:03,-60
02:12:04,-59
02:17:04,-60
02:22:04,-59
02:27:04,-59
02:32:05,-58
02:37:05,-58
02:42:05,-59
02:47:06,-58
02:52:06,-59
02:57:06,-59
03:02:07,-59
03:07:07,-59
03:12:07,-59
10:58:28,0
10:59:28,0
10:59:29,0
10:59:31,0
10:59:32,0
10:59:33,0
10:59:34,0
11:15:00,-66
11:15:01,-64
11:15:02,-65
11:15:03,-65
11:15:04,-64
11:15:05,-63
11:15:06,-63
11:15:07,-64
11:15:09,-64
11:15:10,-64
11:15:11,-64
11:15:12,-64
11:15:13,-64
11:15:14,-64
11:15:15,-64
11:15:16,-64
11:15:17,-63
11:15:18,-63
11:15:19,-64
11:15:20,-63
11:15:21,-64
11:15:22,-65
11:15:23,-65
11:15:24,-64
11:15:25,-63
11:15:26,-64
11:15:28,-64
11:15:29,-64
11:15:30,-64
11:15:31,-64
11:15:32,-64
11:15:33,-63
11:15:34,-64
11:15:35,-65
11:15:36,-65
11:15:37,-65
11:15:38,-64
11:15:39,-64
11:15:40,-64
11:15:41,-64
11:15:42,-65
11:15:43,-65
11:15:44,-65
11:15:45,-65
11:15:47,-64
11:15:48,-66
11:15:49,-64
11:15:50,-65
11:15:51,-65
11:15:52,-64
11:15:53,-65
11:15:54,-64
11:15:55,-65
11:15:56,-64
11:15:57,-64
11:15:58,-64
11:15:59,-64
11:20:00,-65
11:20:01,-64
11:20:02,-64
11:20:03,-65
11:20:04,-64
11:20:05,-64
11:20:07,-64
11:20:08,-64
11:20:09,-64
11:20:10,-64
11:20:11,-65
11:20:12,-64
11:20:13,-65
11:20:14,-65
11:20:15,-65
11:20:16,-65
11:20:17,-65
11:20:18,-65
11:20:19,-65
11:20:20,-64
11:20:21,-63
11:20:22,-64
11:20:23,-63
11:20:24,-63
